code,Rgst_years,Corp_Rgst_Cap,Shareholders_Num,Per_Capita_Shareholding,Employees_Num,Bachelor_Person_Pro,Technicians_Person_Pro,Cash_Flow_Ratio,Net_Cash_Flow_to_Liability_Ratio,Net_Cash_Flow_to_Net_Profit_Ratio,Operating_Cash_Return_Flow,Net_Cash_Flow_to_Sales_Revenue_Ratio,Current_Assets_Turnover_Days,Current_Assets_Turnover_Rate,Total_Asset_Turnover_Days,Inventory_Turnover_Days,Total_Asset_Turnover_Rate,Inventory_Turnover_Rate,Accounts_Receivable_Turnover_Days,Accounts_Receivable_Turnover_Rate,Total_Asset_Growth_Rate,Net_Asset_Growth_Rate,Net_Profit_Growth_Rate,Main_Business_Revenue_Growth_Rate,Equity_ratio,Capital_fixed_ratio,Capitalization_ratio,Long_term_assets_to_long_term_funding_ratio,Liabilities_to_owner_equity_ratio,Long_term_debt_ratio,Shareholders_equity_ratio,Long_term_debt_to_working_capital_ratio,Gearing_ratio,Interest_payment_multiple,Cash_ratio,Quick_ratio,Liquidity_ratio,Total_asset_margin,Profit_margin_of_main_business,Total_net_asset_margin,Cost_and_expense_margins,Operating_margin,Cost_ratio_of_main_business,Net_profit_margin_on_sales,Return_on_equity,Return_on_equity,Return_on_net_assets,Return_on_assets,Three_cost_ratios,Non_main_proportion,Proportion_of_main_profit,Main_business_income,Main_business_profit,Operating_profit,Investment_income,Net_non_operating_income_and_expenditure,Total_profit,Net_profit,Net_cash_flow_from_operating_activities,Net_increase_in_cash_and_cash_equivalents,Total_assets,liquid_asset,Total_liabilities,Current_liabilities,Shareholders_equity_does_not_include_minority_interests,Return_on_equity_weighting,Operating_income,Operating_costs,Operating_profit,Total_profit,Income_tax_expense,Net_profit,Basic_earnings_per_share,Monetary_funds,Accounts_receivable,Stocks,Total_current_assets,Total_assets,Total_current_liabilities,Total_non_current_liabilities,Total_liabilities,Total_owners_equity,Opening_cash_and_cash_equivalents_balances,Net_cash_flow_from_operating_activities,Net_cash_flows_from_investing_activities,Net_cash_flows_from_fund_raising_activities,Net_increase_in_cash_and_cash_equivalents,Closing_cash_and_cash_equivalents_balances,Total_current_assets,Total_non_current_assets,Total_assets,Total_current_liabilities,Total_non_current_liabilities,Total_liabilities,Total_owners_equity,Total_liabilities_and_owners_equity,y
300241,22.0,68576.1103,43380.0,1.58,2817.0,13.28,15.12,-3.21,-0.02,-1.47,-0.01,-0.04,438.88,0.62,952.05,117.3,0.28,2.3,136.86,1.97,24.05,3.22,-48.05,-5.89,73.43,93.79,13.87,80.78,78.77,9.01,55.94,0.58,44.06,-371.55,45.14,1.1,1.48,0.7,15.4,0.75,2.44,2.52,83.84,2.63,3.96,3.96,1.25,0.7,11.39,33.69,73.43,103331.0,15912.0,2608.0,1007.0,-193.0,2415.0,2715.0,-3981.0,2333.0,386939.0,183937.0,170490.0,124080.0,215800.0,1.33,103331.0,86638.0,2608.0,2415.0,-300.0,2715.0,0.04,55989.0,50976.0,46880.0,183937.0,386939.0,124080.0,46410.0,170490.0,216449.0,38570.0,-3981.0,-40873.0,46828.0,2333.0,40904.0,183937.0,203002.0,386939.0,124080.0,46410.0,170490.0,216449.0,386939.0,0
300102,16.0,90357.9111,62499.0,1.44,2257.0,4.12,25.56,18.86,0.13,0.230961923847695,0.06,0.35,647.64,0.42,1483.52,145.62,0.18,1.85,150.23,1.8,18.31,61.85,-113.7,-17.0,70.16,91.48,13.33,79.29,78.06,8.64,56.16,0.48,43.84,71.95,40.17,1.32,1.58,-0.31,19.68,-0.34,-0.83,-0.75,79.66,-1.84,-2.49,-2.49,-0.55,-0.31,13.54,57.72,70.16,121817.0,23976.0,-910.0,-508.0,-40.0,-950.0,-2247.0,42448.0,29362.0,731557.0,355697.0,320705.0,225062.0,410749.0,-0.6,121817.0,97041.0,-910.0,-950.0,1297.0,-2247.0,-0.03,90406.0,66016.0,58254.0,355697.0,731557.0,225062.0,95642.0,320705.0,410852.0,38670.0,42448.0,-115775.0,102642.0,29362.0,68031.0,355697.0,375860.0,731557.0,225062.0,95642.0,320705.0,410852.0,731557.0,0
600744,29.0,203112.4274,147702.0,1.21,5694.0,43.8,29.19,6.88,0.03,0.230961923847695,0.03,0.1,231.84,1.16,757.15,36.83,0.36,7.33,83.13,3.25,17.57,-80.58,-1.9538977955912005,7.08,4747.46,3527.9,95.76,149.46,5050.66,43.89,1.94,-2.62,98.06,50.04,9.28,0.58,0.65,-1.17,3.65,-1.2,-2.85,-3.15,95.61,-3.35,-13.63,-13.63,-60.21,-1.17,7.35,-13.79,4747.46,724039.0,26427.0,-22776.0,1541.0,1406.0,-21370.0,-24284.0,69016.0,-12660.0,2077332.0,654482.0,2037001.0,1003074.0,27879.0,-62.62,724039.0,692285.0,-22776.0,-21370.0,2914.0,-24284.0,-0.14,93108.0,209124.0,76322.0,654482.0,2077332.0,1003074.0,1033926.0,2037001.0,40331.0,93611.0,69016.0,-137318.0,55643.0,-12660.0,80951.0,654482.0,1422850.0,2077332.0,1003074.0,1033926.0,2037001.0,40331.0,2077332.0,0
603213,15.721442885771545,43480.0,25876.0,1.68,468.0,25.64,5.56,65.84,0.61,1.29,0.18,0.21,167.39,1.61,299.6,21.29,0.9,12.68,9.97,27.08,57.93,66.72,23.96,53.45,37.88,72.87,0.3,72.65,40.4,0.22,71.22,0.01,28.78,23246.56,53.12,1.63,1.8,13.64,25.09,14.39,27.74,21.41,74.39,15.96,72.98,72.98,19.15,13.64,1.71,-0.98,37.88,198779.0,49871.0,42551.0,-110.0,-305.0,42245.0,31733.0,41002.0,-14192.0,232673.0,111916.0,66957.0,62276.0,165161.0,19.44,198779.0,147867.0,42551.0,42245.0,10512.0,31733.0,0.73,33079.0,9148.0,10231.0,111916.0,232673.0,62276.0,4681.0,66957.0,165716.0,47145.0,41002.0,-25572.0,-29621.0,-14192.0,32953.0,111916.0,120757.0,232673.0,62276.0,4681.0,66957.0,165716.0,232673.0,0
605162,25.0,40045.1,27610.0,1.45,356.0,29.593186372745528,16.57,97.82,0.89,1.77,0.13,0.24,210.07,1.29,522.24,29.87,0.52,9.04,40.04,6.74,-3.77,-0.8,19.2,32.74,16.47,72.94,0.9,72.28,17.1,0.78,85.4,0.03,14.6,-11583.1,130.28,2.37,2.84,7.35,19.87,7.13,21.72,15.51,79.7,13.78,23.57,23.57,8.61,7.35,3.32,15.08,16.47,68468.0,13608.0,10622.0,81.0,1790.0,12412.0,9438.0,16687.0,-1716.0,128392.0,48420.0,18746.0,17059.0,109404.0,8.39,68468.0,54568.0,10622.0,12412.0,2974.0,9438.0,0.24,22224.0,8279.0,8012.0,48420.0,128392.0,17059.0,1687.0,18746.0,109646.0,23870.0,16687.0,-5222.0,-13181.0,-1716.0,22154.0,48420.0,79972.0,128392.0,17059.0,1687.0,18746.0,109646.0,128392.0,0
688182,18.0,40000.0,10145.0,3.94,697.0,29.593186372745528,21.09,50.76,0.44,1.29,0.04,0.32,1920.34,0.14,2421.52,215.62,0.11,1.25,115.13,2.35,95.93,99.06,-11.92,0.27,7.55,22.8,9.3883466933868,56.19058116232465,8.66,5.2352104208416845,92.03,-0.0385270541082162,7.97,-1588.4,380.48,10.32,11.37,2.73,24.11,2.77,33.83,29.03,74.94,24.82,15.48,15.48,2.96,2.73,9.42,27.17,7.55,24942.0,6013.0,7240.0,1997.0,-41.0,7199.0,6192.0,8012.0,-3651.0,227140.0,179483.0,18110.0,15783.0,208654.0,3.01,24942.0,18691.0,7240.0,7199.0,1007.0,6192.0,0.16,60049.0,11089.0,16568.0,179483.0,227140.0,15783.0,2328.0,18110.0,209030.0,63352.0,8012.0,-8908.0,-2800.0,-3651.0,59701.0,179483.0,47658.0,227140.0,15783.0,2328.0,18110.0,209030.0,227140.0,0
600844,15.721442885771545,101652.424,58266.0,1.74,1238.0,15.02,8.24,-5.77,-0.05,0.230961923847695,-0.01,-0.04,120.24,2.25,801.19,55.01,0.34,4.91,13.59,19.87,-4.11,-6.53,-1.9538977955912005,0.41,32.46,114.44,9.3883466933868,56.19058116232465,40.06,5.2352104208416845,71.4,-0.0385270541082162,28.6,-538.29,16.31,0.49,0.79,-2.51,8.54,-2.51,-7.22,-7.36,89.02,-7.46,-5.57,-5.57,-3.52,-2.51,12.22,-4.17,32.46,75950.0,6489.0,-5586.0,337.0,-100.0,-5687.0,-5666.0,-3012.0,562.0,225382.0,41218.0,64460.0,52234.0,118513.0,-3.65,75950.0,67614.0,-5586.0,-5687.0,-21.0,-5666.0,-0.04,8521.0,4298.0,15688.0,41218.0,225382.0,52234.0,12225.0,64460.0,160922.0,7960.0,-3012.0,-1397.0,4970.0,562.0,8521.0,41218.0,184164.0,225382.0,52234.0,12225.0,64460.0,160922.0,225382.0,0
2116,29.0,41762.8938,26925.0,1.55,4825.0,83.59,17.95701402805609,13.67,0.14,3.35,0.1,0.15,345.36,0.78,384.4,0.82,0.7,327.79,45.22,5.97,20.41,8.88,51.48,14.04,265.17,34.2,9.3883466933868,56.19058116232465,268.32,5.2352104208416845,27.15,-0.0385270541082162,72.85,-257.69,72.57,1.26,1.26,2.94,12.36,3.23,5.67,5.52,87.27,4.59,41.8,41.8,10.81,2.94,3.3,-6.86,265.17,380003.0,46962.0,20963.0,35.0,-1379.0,19584.0,17456.0,58535.0,48408.0,594712.0,539494.0,433245.0,428168.0,161467.0,11.13,380003.0,331634.0,20963.0,19584.0,2128.0,17456.0,0.42,310312.0,69044.0,1397.0,539494.0,594712.0,428168.0,5077.0,433245.0,161467.0,246675.0,58535.0,-4738.0,-8049.0,48408.0,295083.0,539494.0,55218.0,594712.0,428168.0,5077.0,433245.0,161467.0,594712.0,0
300736,15.0,13006.5904,4837.0,2.69,608.0,40.79,2.47,-25.57,-0.23,0.230961923847695,-0.09,-0.09,232.58,1.16,308.92,24.29,0.87,11.12,18.39,14.68,-10.84,-22.69,-353.89,-22.29,59.86,40.66,3.73,39.15,61.51,2.4,61.92,0.06,38.08,-1520.62,35.46,1.95,2.16,-12.29,13.22,-11.42,-12.84,-15.11,86.48,-13.07,-19.66,-19.66,-19.85,-12.29,23.77,-4.83,59.86,19579.0,2588.0,-2958.0,-44.0,178.0,-2780.0,-2559.0,-1846.0,-9164.0,20822.0,15580.0,7930.0,7218.0,12892.0,-16.93,19579.0,16932.0,-2958.0,-2780.0,-221.0,-2559.0,-0.2,2559.0,1130.0,1474.0,15580.0,20822.0,7218.0,713.0,7930.0,12892.0,10907.0,-1846.0,-7701.0,382.0,-9164.0,1743.0,15580.0,5242.0,20822.0,7218.0,713.0,7930.0,12892.0,20822.0,0
2479,15.721442885771545,86500.0,46796.0,1.85,2003.0,15.43,14.18,17.84,0.11,2.65,0.06,0.15,224.31,1.2,694.8,50.49,0.39,5.35,25.44,10.61,-11.42,-6.16,-40.58,14.61,104.87,142.05,26.26,104.74,107.56,17.16,48.18,-9.54,51.82,490.31,35.98,0.75,0.95,2.24,15.25,2.22,8.15,7.4,84.22,5.71,23.05,23.05,4.65,2.24,6.23,3.78,104.87,348898.0,53199.0,25828.0,943.0,33.0,25861.0,19938.0,52921.0,-11028.0,889079.0,280614.0,460740.0,296610.0,387111.0,3.39,348898.0,293825.0,25828.0,25861.0,5923.0,19938.0,0.15,106721.0,41333.0,58026.0,280614.0,889079.0,296610.0,164130.0,460740.0,428340.0,96353.0,52921.0,-34171.0,-29778.0,-11028.0,85325.0,280614.0,608465.0,889079.0,296610.0,164130.0,460740.0,428340.0,889079.0,0
300475,24.0,42000.0,7144.0,5.88,646.0,10.84,17.96,-19.92,-0.16,-4.2,-0.11,-0.06,91.24,2.96,128.87,48.77,2.1,5.54,14.49,18.64,22.05,20.77,11.96,132.2,226.78,79.67,31.12,54.87,228.01,13.78,30.49,0.68,69.51,321.24,8.24,0.43,1.37,2.63,3.34,3.03,1.84,1.8,96.64,1.44,37.03,37.03,8.61,2.63,1.4,17.11,226.78,1076776.0,35974.0,19342.0,3279.0,36.0,19378.0,15553.0,-65325.0,-19799.0,592361.0,448485.0,411769.0,327954.0,178046.0,9.62,1076776.0,1040602.0,19342.0,19378.0,3825.0,15553.0,0.37,27025.0,73519.0,309002.0,448485.0,592361.0,327954.0,83815.0,411769.0,180592.0,39563.0,-65325.0,12404.0,32183.0,-19799.0,19764.0,448485.0,143876.0,592361.0,327954.0,83815.0,411769.0,180592.0,592361.0,0
603196,20.0,23991.81,11679.0,2.05,1351.0,16.51,10.88,-0.51,0.08125250501002,-0.06,0.0203406813627254,0.0580460921843687,248.76,1.09,472.85,274.0,0.57,0.99,18.12,14.9,7.79,0.61,-52.26,-1.14,42.27,69.41,9.3883466933868,56.19058116232465,46.19,5.2352104208416845,68.4,-0.0385270541082162,31.6,-4688.47,30.18,0.86,1.82,2.31,56.59,2.34,6.39,5.55,42.72,4.09,11.88,11.88,3.37,2.31,46.58,11.69,42.27,69613.0,39396.0,3860.0,326.0,141.0,4001.0,2850.0,-181.0,-10819.0,123588.0,64907.0,39049.0,35739.0,84539.0,3.44,69613.0,29737.0,3860.0,4001.0,1151.0,2850.0,0.12,10785.0,5388.0,34120.0,64907.0,123588.0,35739.0,3310.0,39049.0,84539.0,21217.0,-181.0,-3896.0,-6829.0,-10819.0,10399.0,64907.0,58681.0,123588.0,35739.0,3310.0,39049.0,84539.0,123588.0,0
2199,23.0,24344.2363,24915.0,0.98,705.0,8.79,21.84,-26.13,-0.16,0.230961923847695,-0.05,-0.2,629.22,0.43,1241.38,233.77,0.22,1.16,119.33,2.26,-11.41,-8.58,-213.75,-44.07,36.19,79.48,9.09,72.25,42.65,7.01,70.1,0.27,29.9,2170.4,64.2,1.35,2.41,-6.38,10.07,-5.87,-26.34,-27.08,89.23,-26.97,-14.95,-14.95,-9.1,-6.38,12.48,-0.41,36.19,13494.0,1359.0,-3654.0,36608.162324649296,15.0,-3639.0,-3639.0,-2737.0,-9682.0,57054.0,25266.0,17059.0,10475.0,39922.0,-8.68,13494.0,12041.0,-3654.0,-3639.0,31771.69539078156,-3639.0,-0.15,6725.0,5225.0,11081.0,25266.0,57054.0,10475.0,6583.0,17059.0,39995.0,14897.0,-2737.0,-5894.0,-1051.0,-9682.0,5215.0,25266.0,31788.0,57054.0,10475.0,6583.0,17059.0,39995.0,57054.0,0
301119,25.0,8000.0,11011.0,0.73,596.0,6.21,12.25,36.88,0.35,1.54,0.1,0.37,801.9,0.34,890.5,92.38,0.3,2.92,100.86,2.68,108.08,78.5,89.62,25.5,36.22,12.42,9.3883466933868,56.19058116232465,37.65,5.2352104208416845,72.65,-0.0385270541082162,27.35,-581.61,239.51,3.21,3.46,6.29,29.08,7.2,36.73,27.04,70.08,23.76,91.37,91.37,8.65,6.29,2.67,1.79,36.22,30768.0,8947.0,8321.0,153.0,-4.0,8317.0,7310.0,11285.0,36489.0,116289.0,105797.0,31806.0,30601.0,84483.0,8.98,30768.0,21562.0,8321.0,8317.0,1007.0,7310.0,0.91,73290.0,12108.0,7588.0,105797.0,116289.0,30601.0,1206.0,31806.0,84483.0,34801.0,11285.0,15995.0,9008.0,36489.0,71290.0,105797.0,10492.0,116289.0,30601.0,1206.0,31806.0,84483.0,116289.0,0
300907,18.0,9600.0,9413.0,1.02,1859.0,5.65,7.91,-4.7,-0.05,-0.76,-0.02,-0.03,291.04,0.93,424.86,118.35,0.64,2.28,81.19,3.33,2.41,2.03,-5.66,-9.77,63.84,52.99,9.3883466933868,56.19058116232465,66.61,5.2352104208416845,60.02,-0.0385270541082162,39.98,-263.8,39.98,1.18,1.78,2.36,11.88,2.34,4.41,3.97,87.78,3.68,30.5,30.5,3.94,2.36,3.81,6.84,63.84,79604.0,9459.0,3160.0,152.0,69.0,3228.0,2928.0,-2228.0,-6193.0,123845.0,84453.0,49512.0,47451.0,74332.0,4.02,79604.0,69878.0,3160.0,3228.0,301.0,2928.0,0.31,18971.0,27196.0,28404.0,84453.0,123845.0,47451.0,2061.0,49512.0,74333.0,25014.0,-2228.0,-7092.0,2219.0,-6193.0,18821.0,84453.0,39392.0,123845.0,47451.0,2061.0,49512.0,74333.0,123845.0,0
603015,21.0,40421.9,33061.0,1.22,722.0,47.78,45.98,18.14,0.09,1.42,0.03,0.11,569.98,0.47,989.01,275.17,0.27,0.98,93.09,2.9,-6.16,0.33,-40.7,-20.73,53.08,69.92,21.19,55.1,55.15,17.33,64.45,0.46,35.55,-4748.99,83.08,2.12,3.25,2.16,34.07,2.06,11.49,9.73,65.15,7.55,10.91,10.91,3.34,2.16,17.9,5.55,53.08,58358.0,19885.0,5680.0,374.0,-62.0,5618.0,4409.0,6261.0,-11949.0,204520.0,112352.0,72703.0,34525.0,131227.0,3.25,58358.0,38018.0,5680.0,5618.0,1210.0,4409.0,0.11,28681.0,18850.0,39148.0,112352.0,204520.0,34525.0,38178.0,72703.0,131818.0,36278.0,6261.0,-2983.0,-14798.0,-11949.0,24329.0,112352.0,92168.0,204520.0,34525.0,38178.0,72703.0,131818.0,204520.0,0
601002,27.0,95927.312,58856.0,1.63,2842.0,4.5,7.6,-34.8,-0.29,-3.08,-0.06,-0.16,421.41,0.64,707.18,297.55,0.38,0.91,86.23,3.13,-1.0,3.34,-47.35,-6.34,22.42,52.57,9.3883466933868,56.19058116232465,26.47,5.2352104208416845,79.07,-0.0385270541082162,20.93,-937.44,15.92,1.27,3.3,2.0,17.49,2.01,6.65,5.95,82.07,5.27,11.3,11.3,2.53,2.0,5.76,-2.8,22.42,205770.0,35992.0,12253.0,-169.0,-170.0,12084.0,10840.0,-33364.0,-14730.0,540872.0,316041.0,113214.0,95881.0,425738.0,2.58,205770.0,168870.0,12253.0,12084.0,1244.0,10840.0,0.11,15266.0,68410.0,194534.0,316041.0,540872.0,95881.0,17334.0,113214.0,427658.0,29193.0,-33364.0,-5826.0,22886.0,-14730.0,14463.0,316041.0,224831.0,540872.0,95881.0,17334.0,113214.0,427658.0,540872.0,0
300040,25.0,58765.6102,42653.0,1.38,1366.0,25.04,30.09,36.9,0.1,3.33,0.06,0.51,831.02,0.32,2345.79,109.12,0.12,2.47,440.6,0.61,4.01,6.54,23.3,-3.16,87.28,171.38,30.06,119.86,163.06,16.34,38.01,0.91,61.99,200.69,48.72,1.84,2.07,1.87,40.86,1.75,18.5,16.11,58.22,15.22,23.93,23.93,4.91,1.87,27.77,17.14,87.28,92361.0,37741.0,14877.0,2570.0,-25.0,14853.0,14062.0,46823.0,28323.0,753600.0,262634.0,467121.0,126891.0,281416.0,4.5,92361.0,53771.0,14877.0,14853.0,791.0,14062.0,0.21,61816.0,120765.0,28696.0,262634.0,753600.0,126891.0,340231.0,467121.0,286479.0,21052.0,46823.0,-32447.0,13948.0,28323.0,49376.0,262634.0,490967.0,753600.0,126891.0,340231.0,467121.0,286479.0,753600.0,0
300062,20.0,55757.7326,46127.0,1.21,934.0,25.91,16.92,3.47,0.03,1.54,0.02,0.04,477.96,0.56,692.84,22.62,0.39,11.94,283.23,0.95,22.41,52.27,50.35,25.53,93.43,59.03,1.6,58.08,97.01,0.83,50.76,0.04,49.24,301.99,26.25,1.45,1.5,1.05,22.14,1.13,3.53,3.32,77.33,2.91,4.55,4.55,2.07,1.05,14.59,9.26,93.43,87109.0,19282.0,2894.0,316.0,-53.0,2841.0,2537.0,3911.0,546.0,241881.0,169410.0,119105.0,112708.0,122708.0,2.17,87109.0,67357.0,2894.0,2841.0,305.0,2537.0,0.05,29387.0,92938.0,6430.0,169410.0,241881.0,112708.0,6396.0,119105.0,122776.0,15554.0,3911.0,-20170.0,16559.0,546.0,16100.0,169410.0,72471.0,241881.0,112708.0,6396.0,119105.0,122776.0,241881.0,0
27,15.721442885771545,475738.9916,164899.0,2.89,12808.0,37.66,22.51,18.59,0.07,2.89,0.04,0.22,328.71,0.82,1388.89,18.79,0.19,14.37,116.37,2.32,13.54,8.35,-26.72,30.22,109.38,194.27,33.74,128.73,165.3,19.19,37.69,4.05,62.31,251.3,51.64,1.17,1.21,1.42,17.07,1.48,10.2,9.51,82.38,7.62,42.9,42.9,3.76,1.42,9.89,25.02,109.38,2678766.0,457303.0,254720.0,64533.0,-1083.0,253637.0,204081.0,590100.0,970538.0,14403713.0,3856334.0,8974571.0,3174211.0,4619421.0,4.96,2678766.0,2206813.0,254720.0,253637.0,49555.0,204081.0,0.3,1639243.0,1281998.0,149793.0,3856334.0,14403713.0,3174211.0,5800360.0,8974571.0,5429142.0,925678.0,590100.0,-801345.0,1162405.0,970538.0,1896217.0,3856334.0,10547380.0,14403713.0,3174211.0,5800360.0,8974571.0,5429142.0,14403713.0,1
600120,15.721442885771545,341538.1492,50207.0,6.8,1238.0,73.91,8.72,-1.48,-0.01,-0.44,-0.01,-0.01,264.47,1.02,543.48,7.47,0.5,36.16,3.65,74.07,1.33,7.13,-37.22,10.55,67.67,97.25,3.01,94.32,87.62,1.66,53.3,0.12,46.7,398.6,68.14,1.37,1.4,1.17,3.27,1.17,2.78,2.8,96.64,2.36,10.08,10.08,2.19,1.17,4.46,76.07,67.67,1460650.0,53095.0,40855.0,31014.0,273.0,41128.0,34422.0,-15047.0,109638.0,2950650.0,1421202.0,1377961.0,1015294.0,1506902.0,2.32,1460650.0,1411518.0,40855.0,41128.0,6706.0,34422.0,0.1,648651.0,16989.0,33616.0,1421202.0,2950650.0,1015294.0,362667.0,1377961.0,1572689.0,481625.0,-15047.0,-14916.0,139954.0,109638.0,591263.0,1421202.0,1529448.0,2950650.0,1015294.0,362667.0,1377961.0,1572689.0,2950650.0,0
2276,15.721442885771545,103548.9098,80507.0,1.29,5339.0,15.36,7.94,-3.55,-0.03,-0.67,-0.02,-0.02,238.05,1.13,301.1,27.62,0.9,9.78,95.54,2.83,21.34,6.74,76.86,18.15,160.49,56.06,21.09,44.24,174.08,9.75,36.49,0.32,63.51,1529.0,48.77,1.48,1.63,2.57,12.98,2.75,3.55,3.36,86.76,3.07,32.56,32.56,7.05,2.57,6.16,1.91,160.49,1099387.0,142677.0,36927.0,1215.0,-522.0,36406.0,33716.0,-22712.0,3046.0,1309868.0,1041953.0,831953.0,639279.0,476147.0,7.21,1099387.0,953782.0,36927.0,36406.0,2690.0,33716.0,0.33,311773.0,432706.0,95542.0,1041953.0,1309868.0,639279.0,192674.0,831953.0,477914.0,156531.0,-22712.0,-35772.0,59312.0,3046.0,159578.0,1041953.0,267915.0,1309868.0,639279.0,192674.0,831953.0,477914.0,1309868.0,0
2456,21.0,325781.749,269946.0,1.21,17973.0,17.39,26.72,11.31,0.08,0.230961923847695,0.06,0.1,327.23,0.83,554.64,78.05,0.49,3.46,130.36,2.07,-30.86,-52.05,-1.9538977955912005,-37.06,213.7,143.61,34.86,93.55,226.91,16.37,30.59,2.32,69.41,-722.17,34.59,0.87,1.14,-18.22,0.8,-16.25,-30.08,-30.55,98.82,-33.37,-110.87,-110.87,-59.55,-18.22,8.55,12.7,213.7,1082438.0,8646.0,-330737.0,-24498.0,-20052.0,-350789.0,-361210.0,109919.0,-83603.0,1983021.0,1111896.0,1376421.0,971709.0,514216.0,-48.24,1082438.0,1069701.0,-330737.0,-350789.0,10422.0,-361210.0,-1.01,329312.0,403801.0,267128.0,1111896.0,1983021.0,971709.0,404712.0,1376421.0,606599.0,295875.0,109919.0,-68541.0,-124684.0,-83603.0,212271.0,1111896.0,871125.0,1983021.0,971709.0,404712.0,1376421.0,606599.0,1983021.0,0
545,33.0,98683.3096,86733.0,1.14,1044.0,16.28,15.71,5.66,0.05,2.51,0.02,0.03,212.31,1.27,426.74,42.55,0.63,6.35,26.33,10.25,-4.42,-1.11,-85.07,2.62,53.47,80.87,9.3883466933868,56.19058116232465,55.45,5.2352104208416845,64.33,-0.0385270541082162,35.67,312.06,27.64,1.1,1.4,0.78,8.46,0.77,0.94,0.9,91.04,1.22,2.38,2.38,1.21,0.78,4.31,-16.34,53.47,192941.0,16332.0,1729.0,-296.0,11.0,1740.0,2346.0,5880.0,-8122.0,302015.0,144905.0,107730.0,103876.0,194286.0,1.22,192941.0,175653.0,1729.0,1740.0,-606.0,2346.0,0.02,28710.0,20470.0,30430.0,144905.0,302015.0,103876.0,3854.0,107730.0,194286.0,21981.0,5880.0,-13390.0,-826.0,-8122.0,13859.0,144905.0,157111.0,302015.0,103876.0,3854.0,107730.0,194286.0,302015.0,0
2175,33.0,127678.0727,56221.0,2.27,808.0,10.02,12.25,39.93,0.1,0.59,0.04,0.12,277.98,0.97,783.74,171.85,0.34,1.57,59.7,4.52,0.79,14.095711422845708,-1.9538977955912005,27.81,16.04,103.07,9.3883466933868,56.19058116232465,62.29,5.2352104208416845,61.62,-0.0385270541082162,38.38,-2055.02,108.71,2.3,3.69,6.75,34.95,6.79,28.27,22.13,63.41,19.71,3.3,3.3,10.95,6.75,15.02,6.64,16.04,21373.0,7471.0,4731.0,214.0,107.0,4838.0,4212.0,2464.0,-1005.0,62435.0,22781.0,23963.0,6171.0,38516.0,12.09,21373.0,13553.0,4731.0,4838.0,626.0,4212.0,0.03,6709.0,5932.0,8607.0,22781.0,62435.0,6171.0,17792.0,23963.0,38472.0,7714.0,2464.0,-762.0,-2930.0,-1005.0,6709.0,22781.0,39654.0,62435.0,6171.0,17792.0,23963.0,38472.0,62435.0,0
600141,15.721442885771545,111172.4663,84063.0,1.32,11779.0,18.4,12.28,57.13,0.29,1.05,0.15,0.25,102.16,2.64,405.47,36.4,0.67,7.42,12.43,21.72,33.3,54.77,114.54,49.92,82.55,151.76,22.79,117.17,103.43,14.51,49.16,-21.69,50.84,3104.98,51.67,0.8,0.97,14.15,35.62,15.6,42.03,29.4,63.66,23.43,523.76,523.76,28.78,14.15,3.14,0.55,82.55,2485637.0,885370.0,730664.0,29075.0,-25187.0,705477.0,582276.0,613058.0,252769.0,4116149.0,1045471.0,2092809.0,1073011.0,1925090.0,29.59,2485637.0,1582350.0,730664.0,705477.0,123201.0,582276.0,4.46,554442.0,139041.0,187404.0,1045471.0,4116149.0,1073011.0,1019798.0,2092809.0,2023340.0,294276.0,613058.0,-138212.0,-223618.0,252769.0,547045.0,1045471.0,3070678.0,4116149.0,1073011.0,1019798.0,2092809.0,2023340.0,4116149.0,0
601500,20.0,128859.44,39899.0,3.23,3525.0,11.4,10.01,-0.88,-0.01,-1.65,0.0203406813627254,-0.01,312.39,0.86,739.12,157.03,0.37,1.72,73.1,3.69,5.55,-2.31,-33.28,1.87,112.56,125.15,15.73,105.46,114.22,8.72,46.68,-3.88,53.32,135.55,22.25,0.52,0.95,0.23,10.12,0.24,0.59,0.52,89.55,0.65,1.64,1.64,0.5,0.23,7.65,108.25,112.56,327398.0,33131.0,1717.0,1872.0,164.0,1881.0,2113.0,-3493.0,8070.0,901669.0,374901.0,480763.0,395166.0,420199.0,0.54,327398.0,293184.0,1717.0,1881.0,-233.0,2113.0,0.02,87925.0,96285.0,171208.0,374901.0,901669.0,395166.0,85597.0,480763.0,420906.0,27324.0,-3493.0,-28351.0,40546.0,8070.0,35395.0,374901.0,526769.0,901669.0,395166.0,85597.0,480763.0,420906.0,901669.0,0
