code,Corp_name,Rgst_years,Corp_Rgst_Cap,Shareholders_Num,Per_Capita_Shareholding,Employees_Num,Bachelor_Person_Pro,Technicians_Person_Pro,Cash_Flow_Ratio,Net_Cash_Flow_to_Liability_Ratio,Net_Cash_Flow_to_Net_Profit_Ratio,Operating_Cash_Return_Flow,Net_Cash_Flow_to_Sales_Revenue_Ratio,Current_Assets_Turnover_Days,Current_Assets_Turnover_Rate,Total_Asset_Turnover_Days,Inventory_Turnover_Days,Total_Asset_Turnover_Rate,Fixed_Asset_Turnover_Rate,Inventory_Turnover_Rate,Accounts_Receivable_Turnover_Days,Accounts_Receivable_Turnover_Rate,Total_Asset_Growth_Rate,Net_Asset_Growth_Rate,Net_Profit_Growth_Rate,Main_Business_Revenue_Growth_Rate,Proportion_of_fixed_assets,Liquidation_value_ratio,Equity_ratio,Capital_fixed_ratio,Net_fixed_asset_value_ratio,Capitalization_ratio,Long_term_assets_to_long_term_funding_ratio,Liabilities_to_owner_equity_ratio,Ratio_of_shareholders_equity_to_fixed_assets,Long_term_debt_ratio,Shareholders_equity_ratio,Long_term_debt_to_working_capital_ratio,Gearing_ratio,Interest_payment_multiple,Cash_ratio,Quick_ratio,Liquidity_ratio,Total_asset_margin,Profit_margin_of_main_business,Total_net_asset_margin,Cost_and_expense_margins,Operating_margin,Cost_ratio_of_main_business,Net_profit_margin_on_sales,Return_on_equity,Return_on_equity,Return_on_net_assets,Return_on_assets,Sales_gross_margin,Three_cost_ratios,Non_main_proportion,Proportion_of_main_profit,Main_business_income,Main_business_profit,Operating_profit,Investment_income,Net_non_operating_income_and_expenditure,Total_profit,Net_profit,Net_cash_flow_from_operating_activities,Net_increase_in_cash_and_cash_equivalents,Total_assets,liquid_asset,Total_liabilities,Current_liabilities,Shareholders_equity_does_not_include_minority_interests,Return_on_equity_weighting,Operating_income,Operating_costs,Operating_profit,Total_profit,Income_tax_expense,Net_profit,Basic_earnings_per_share,Monetary_funds,Accounts_receivable,Stocks,Total_current_assets,Net_fixed_assets,Total_assets,Total_current_liabilities,Total_non_current_liabilities,Total_liabilities,Total_owners_equity,Opening_cash_and_cash_equivalents_balances,Net_cash_flow_from_operating_activities,Net_cash_flows_from_investing_activities,Net_cash_flows_from_fund_raising_activities,Net_increase_in_cash_and_cash_equivalents,Closing_cash_and_cash_equivalents_balances,Total_current_assets,Total_non_current_assets,Total_assets,Total_current_liabilities,Total_non_current_liabilities,Total_liabilities,Total_owners_equity,Total_liabilities_and_owners_equity,y
603843,正平路桥建设股份有限公司,26.0,"69,962.323700",40064.0,1.75,1304.0,41.64,46.78,-1.44,-0.01,-3.70,-0.01,-0.06,"1,086.96",0.25,"1,691.73",16.09,0.16,,16.78,261.32,1.03,14.05,-2.75,-67.33,-47.27,,,308.12,157.82,,21.14,124.45,310.45,,6.53,24.36,-0.93,75.64,144.80,9.56,0.88,0.9,0.27,11.08,0.26,2.48,2.49,88.63,1.61,3.50,3.50,1.09,0.27,,11.73,14.62,308.12,"151,414","16,779","3,763",543,9,"3,772","2,445","-9,042","-36,923","917,200","564,533","693,738","628,618","190,271",0.65,"151,414","134,198","3,763","3,772","1,327","2,445",0.03,"60,081","121,525","9,572","564,533",,"917,200","628,618","65,120","693,738","223,462","64,409","-9,042","-15,646","-12,236","-36,923","27,485","564,533","352,667","917,200","628,618","65,120","693,738","223,462","917,200",0
603829,江苏洛凯机电股份有限公司,12.0,"16,000.000000",9909.0,1.61,1240.0,13.06,15.89,-3.61,-0.03,-0.49,-0.02,-0.03,314.17,0.86,456.00,83.93,0.59,,3.22,167.97,1.61,8.06,11.85,2.51,35.25,,,101.90,61.36,,7.41,56.81,107.47,,3.86,48.20,0.15,51.80,889.22,9.91,1.21,1.56,3.35,19.44,3.47,7.61,6.76,80.06,5.87,43.11,43.11,6.95,3.35,,8.16,-0.36,101.90,"117,521","22,849","7,943",-25,-4,"7,939","6,898","-3,361","-5,686","205,968","145,056","106,692","93,211","81,841",5.69,"117,521","94,090","7,943","7,939","1,041","6,898",0.29,"9,242","87,152","32,690","145,056",,"205,968","93,211","13,481","106,692","99,277","13,911","-3,361","-8,759","6,434","-5,686","8,225","145,056","60,913","205,968","93,211","13,481","106,692","99,277","205,968",0
688348,昱能科技股份有限公司,12.0,"8,000.000000",4604.0,1.74,179.0,0.0,48.6,-1.09,-0.01,-0.03,-0.0,-0.01,12.62,21.4,,308.36,,,0.88,96.21,2.81,,,336.19,120.20,,,21.16,2.15,,,,23.04,,,81.27,,18.73,-446.67,350.95,4.87,5.71,5.73,39.39,10.03,51.19,32.69,60.50,27.25,316.06,316.06,7.05,5.73,,3.22,2.28,21.16,"92,787","36,548","30,333",707,-17,"30,316","25,285",-829,"245,523","441,321","433,598","82,652","75,883","358,669",17.64,"92,787","56,138","30,333","30,316","5,032","25,285",3.79,"266,309","33,062","64,110","433,598",,"441,321","75,883","6,769","82,652","358,669","19,293",-829,"-61,118","304,193","245,523","264,816","433,598","7,722","441,321","75,883","6,769","82,652","358,669","441,321",0
430489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
55,方大集团股份有限公司,28.0,"107,387.422700",61083.0,1.76,2959.0,31.77,39.54,-4.98,-0.03,-0.97,-0.02,-0.08,530.24,0.51,"1,278.41",96.23,0.21,,2.81,54.96,4.91,7.46,0.75,16.20,7.22,,,95.31,126.01,,18.22,103.06,117.57,,10.24,45.96,1.2,54.04,518.96,26.78,1.08,1.25,1.73,21.31,1.75,10.90,9.58,77.40,8.28,20.16,20.16,3.76,1.73,,8.00,0.86,95.31,"261,628","55,746","25,076",572,-360,"24,716","21,652","-20,934","-23,972","1,251,366","526,629","676,216","420,050","568,186",3.82,"261,628","202,494","25,076","24,716","3,064","21,652",0.2,"112,471","50,866","71,015","526,629",,"1,251,366","420,050","256,166","676,216","575,151","89,225","-20,934","-5,993","2,133","-23,972","65,253","526,629","724,737","1,251,366","420,050","256,166","676,216","575,151","1,251,366",0
409,云鼎科技股份有限公司,,"66,421.050500",42042.0,1.22,643.0,76.83,69.67,2.75,0.03,0.54,0.02,0.04,489.31,0.55,644.24,146.06,0.42,,1.85,179.25,1.51,43.57,8.56,125.89,150.97,,,128.58,50.52,,,,129.30,,,43.61,,56.39,"1,446.20",50.72,1.16,1.39,2.88,36.14,3.17,13.86,11.27,63.41,7.57,8.28,8.28,6.61,2.88,,17.44,-0.09,128.58,"55,901","20,201","6,297",-8,2,"6,299","4,229","2,263","29,091","146,809","114,462","82,784","82,324","52,108",3.28,"55,901","35,445","6,297","6,299","2,070","4,229",0.03,"41,755","35,399","18,813","114,462",,"146,809","82,324",460,"82,784","64,025","12,059","2,263",-443,"27,271","29,091","41,150","114,462","32,347","146,809","82,324",460,"82,784","64,025","146,809",0
600578,北京京能电力股份有限公司,,"669,042.736000",58648.0,11.41,5402.0,67.92,18.47,22.15,0.09,5.00,0.06,0.22,140.90,1.92,"1,015.80",19.79,0.27,,13.64,54.33,4.97,3.80,-2.97,,44.45,,,183.75,262.32,,51.01,128.50,204.88,,34.16,32.80,-2.81,67.20,187.36,19.85,0.47,0.53,1.16,8.97,1.16,4.82,4.84,90.21,4.37,14.44,14.44,3.52,1.16,,8.18,79.92,183.75,"2,208,822","198,045","106,948","85,727","-1,271","105,677","96,586","483,264","57,589","8,354,413","1,166,288","5,614,170","2,181,602","2,233,635",3.57,"2,208,822","1,992,517","106,948","105,677","9,091","96,586",0.11,"433,151","468,652","134,970","1,166,288",,"8,354,413","2,181,602","3,432,568","5,614,170","2,740,244","362,651","483,264","-262,644","-163,030","57,589","420,241","1,166,288","7,188,125","8,354,413","2,181,602","3,432,568","5,614,170","2,740,244","8,354,413",0
2695,江西煌上煌集团食品股份有限公司,23.0,"51,230.422400",47458.0,1.08,2279.0,17.07,4.56,89.09,0.58,4.76,0.13,0.24,314.25,0.86,510.01,141.51,0.53,,1.91,16.75,16.12,3.88,0.13,-56.89,-16.33,,,17.95,50.00,,,,27.45,,,78.46,,21.54,"-6,980.04",222.91,3.24,4.31,2.64,28.22,2.67,6.91,6.36,71.04,5.04,15.91,15.91,3.36,2.64,,20.22,1.80,17.95,"161,772","45,651","10,287",184,1,"10,288","8,149","38,795","16,777","309,135","187,847","66,582","43,547","237,823",3.58,"161,772","114,916","10,287","10,288","2,139","8,149",0.16,"97,069","9,160","46,771","187,847",,"309,135","43,547","23,035","66,582","242,553","80,293","38,795","-20,237","-1,781","16,777","97,069","187,847","121,288","309,135","43,547","23,035","66,582","242,553","309,135",1
2051,中工国际工程股份有限公司,21.0,"123,740.893700",43110.0,2.87,4456.0,77.98,69.19,0.61,0.01,0.20,0.0,0.01,672.48,0.4,823.17,200.59,0.33,,1.35,169.72,1.59,3.77,2.72,46.84,16.06,,,97.68,37.96,,1.21,37.50,105.30,,0.6,48.71,0.02,51.29,-25.91,65.41,1.3,1.74,1.41,15.00,1.43,7.57,6.24,84.83,4.36,25.88,25.88,2.89,1.41,,1.89,9.44,97.68,"734,394","110,146","45,862","2,097","2,467","48,329","32,021","6,557","-12,878","2,273,349","1,853,003","1,166,032","1,068,027","1,095,927",3.02,"734,394","622,992","45,862","48,329","16,308","32,021",0.27,"698,581","483,629","460,015","1,853,003",,"2,273,349","1,068,027","98,005","1,166,032","1,107,316","688,601","6,557","-1,475","-32,006","-12,878","675,723","1,853,003","420,346","2,273,349","1,068,027","98,005","1,166,032","1,107,316","2,273,349",0
603836,海程邦达供应链管理股份有限公司,13.0,"20,523.523700",16480.0,1.25,2411.0,39.98,2.28,19.85,0.17,0.89,0.07,0.03,98.76,2.73,113.04,,2.39,,,49.33,5.47,6.51,8.93,-33.67,23.35,,,68.93,30.27,,2.82,29.41,77.65,,1.63,56.29,0.04,43.71,-477.46,77.96,2.23,2.23,8.33,6.90,8.39,4.97,4.50,93.07,3.51,177.07,177.07,14.8,8.33,,2.68,9.20,68.93,"1,034,449","71,362","46,554","1,842","2,688","49,242","36,341","32,188","7,475","436,211","361,896","190,671","162,128","220,839",11.39,"1,034,449","962,753","46,554","49,242","12,902","36,341",1.22,"126,393","165,865",,"361,896",,"436,211","162,128","28,543","190,671","245,540","115,859","32,188","-14,637","-12,700","7,475","123,334","361,896","74,315","436,211","162,128","28,543","190,671","245,540","436,211",1
688110,东芯半导体股份有限公司,8.0,"44,224.975800",23688.0,1.87,184.0,85.87,47.28,-79.15,-0.73,-0.57,-0.04,-0.18,"1,113.40",0.24,"1,225.60",247.34,0.22,,1.09,63.07,4.28,349.47,420.22,68.94,20.71,,,5.39,16.07,,0.11,16.05,5.73,,0.1,94.58,0.0,5.42,-294.42,"1,141.34",14.01,16.97,6.98,42.10,7.18,64.84,35.59,57.77,32.59,69.85,69.85,7.38,6.98,,-2.99,1.44,5.39,"94,773","39,897","33,727",469,18,"33,744","30,890","-17,511","-90,403","442,727","375,458","24,012","22,124","401,705",6.89,"94,773","54,754","33,727","33,744","2,855","30,890",0.61,"252,505","18,785","65,411","375,458",,"442,727","22,124","1,888","24,012","418,716","339,908","-17,511","-66,137","-6,280","-90,403","249,505","375,458","67,269","442,727","22,124","1,888","24,012","418,716","442,727",0
600525,长园科技集团股份有限公司,36.0,"130,577.515200",45468.0,2.87,7436.0,48.41,55.37,-1.19,-0.01,-0.20,-0.01,-0.02,394.62,0.68,646.71,164.72,0.42,,1.64,150.90,1.79,3.20,8.93,,24.84,,,169.74,106.06,,3.09,102.78,173.41,,1.17,36.58,4.01,63.42,450.76,23.81,0.73,1.0,3.61,34.89,3.91,11.59,11.06,64.56,9.36,38.01,38.01,9.87,3.61,,24.11,84.66,169.74,"530,492","185,094","58,657","50,239","-3,795","54,862","49,635","-9,924","-27,961","1,374,791","841,472","871,952","837,470","465,081",7.78,"530,492","342,504","58,657","54,862","5,226","49,635",0.27,"199,399","327,105","227,687","841,472",,"1,374,791","837,470","34,483","871,952","502,839","131,742","-9,924","74,400","-93,666","-27,961","103,781","841,472","533,319","1,374,791","837,470","34,483","871,952","502,839","1,374,791",0
885,城发环境股份有限公司,,"64,207.825500",27828.0,2.31,4712.0,46.22,21.8,13.46,0.05,0.90,0.03,0.20,281.34,0.96,"1,481.89",11.50,0.18,,23.48,85.24,3.17,21.49,16.90,17.55,18.12,,,236.43,276.31,,60.09,110.27,241.32,,44.12,29.30,-7.22,70.70,420.23,18.46,0.73,0.76,3.75,42.16,3.99,38.05,27.50,56.88,21.88,144.24,144.24,12.79,3.75,,14.46,2.11,236.43,"423,297","178,449","116,414","2,427",34,"116,448","92,613","83,701","-16,872","2,471,751","470,786","1,747,576","621,720","633,440",13.88,"423,297","240,752","116,414","116,448","23,835","92,613",1.29,"114,789","176,164","16,930","470,786",,"2,471,751","621,720","1,125,856","1,747,576","724,175","123,432","83,701","-153,898","53,325","-16,872","106,560","470,786","2,000,965","2,471,751","621,720","1,125,856","1,747,576","724,175","2,471,751",0
301279,浙江金道科技股份有限公司,19.0,"10,000.000000",16013.0,0.62,632.0,6.65,10.92,17.70,0.18,0.83,0.03,0.10,4.70,57.45,,120.82,,,2.23,78.25,3.45,60.91,,4.83,1.98,,,21.14,56.04,,,,21.34,,,82.42,,17.58,"-1,432.39",172.36,2.45,3.09,3.69,19.34,4.53,15.83,13.30,79.81,11.95,58.09,58.09,4.48,3.69,,3.30,0.73,21.14,"48,599","9,398","6,462",51,-4,"6,459","5,809","4,847","41,694","157,214","84,598","27,645","27,392","129,570",6.1,"48,599","38,788","6,462","6,459",650,"5,809",0.65,"47,211","14,085","17,357","84,598",,"157,214","27,392",253,"27,645","129,570","4,361","4,847","-17,930","54,763","41,694","46,054","84,598","72,617","157,214","27,392",253,"27,645","129,570","157,214",0
1318,江西阳光乳业股份有限公司,14.0,"28,266.000000",35751.0,0.79,1101.0,5.09,7.9,193.75,1.6,1.10,0.08,0.24,445.54,0.61,655.50,45.04,0.41,,6.00,16.97,15.91,,,-14.14,-9.54,,,4.10,27.41,,,,4.97,,,95.26,,4.74,"-1,373.50","1,694.96",17.94,18.9,6.9,33.75,8.83,29.84,23.20,65.42,21.45,32.19,32.19,7.24,6.9,,10.57,-1.21,4.10,"42,425","14,319","9,842",,-118,"9,725","9,099","9,990","54,517","131,916","97,475","6,248","5,156","124,513",10.04,"42,425","27,754","9,842","9,725",625,"9,099",0.37,"87,395","1,834","4,984","97,475",,"131,916","5,156","1,092","6,248","125,668","32,878","9,990","-5,472","49,999","54,517","87,395","97,475","34,440","131,916","5,156","1,092","6,248","125,668","131,916",0
600156,湖南华升股份有限公司,,"40,211.070200",22889.0,1.76,1681.0,9.64,4.82,-37.05,-0.26,,-0.15,-0.24,260.17,1.04,463.04,43.71,0.58,,6.18,37.25,7.25,-17.64,-36.01,,6.15,,,126.34,116.98,,20.63,92.85,141.39,,10.77,41.43,1.08,58.57,"-2,708.04",33.41,1.0,1.24,-19.41,-0.37,-17.59,-25.55,-31.95,99.33,-30.17,-50.67,-50.67,-46.86,-19.41,,24.87,-2.86,126.34,"67,526",-253,"-21,575",652,-34,"-21,609","-20,375","-16,164","-2,029","104,958","54,094","61,478","43,632","47,002",-32.32,"67,526","67,075","-21,575","-21,609","-1,234","-20,375",-0.45,"13,579","9,011","10,607","54,094",,"104,958","43,632","17,846","61,478","43,480","15,483","-16,164","12,048","2,086","-2,029","13,454","54,094","50,864","104,958","43,632","17,846","61,478","43,480","104,958",0
2441,众业达电气股份有限公司,22.0,"54,454.360900",36000.0,1.51,3544.0,0.0,10.13,-5.85,-0.06,-0.51,-0.02,-0.02,172.40,1.57,206.71,48.86,1.31,,5.53,49.11,5.50,8.02,4.01,-2.41,-0.64,,,61.44,25.67,,,,62.67,,,61.47,,38.53,"-1,238.45",31.49,1.62,2.23,4.3,9.80,4.51,4.76,4.52,89.92,3.45,58.34,58.34,7.0,4.3,,4.87,-0.37,61.44,"920,479","90,228","41,573",-262,106,"41,680","31,771","-16,306","-34,171","738,495","621,973","284,511","278,949","449,483",7.12,"920,479","827,728","41,573","41,680","9,909","31,771",0.59,"87,841","219,259","169,390","621,973",,"738,495","278,949","5,562","284,511","453,984","86,390","-16,306","1,650","-19,572","-34,171","52,220","621,973","116,522","738,495","278,949","5,562","284,511","453,984","738,495",0
2136,安徽安纳达钛业股份有限公司,28.0,"21,502.000000",30826.0,0.70,697.0,16.36,7.17,42.55,0.42,0.86,0.13,0.12,128.89,2.09,215.19,28.20,1.25,,9.57,20.27,13.32,41.71,34.47,94.37,36.93,,,44.21,55.52,,,,45.04,,,68.95,,31.05,"-1,814.60",84.16,1.73,2.02,15.01,20.27,16.98,18.27,15.11,79.10,13.54,125.24,125.24,21.77,15.01,,1.45,-3.23,44.21,"198,937","40,321","30,052",-409,-544,"29,509","26,929","23,264","23,050","179,371","110,703","55,698","54,675","109,034",20.06,"198,937","157,367","30,052","29,509","2,579","26,929",0.94,"46,015","21,410","16,257","110,703",,"179,371","54,675","1,023","55,698","123,673","22,297","23,264","-2,715","1,645","23,050","45,347","110,703","68,668","179,371","54,675","1,023","55,698","123,673","179,371",0
600480,凌云工业股份有限公司,27.0,"91,696.541000",34632.0,2.65,9850.0,29.11,16.31,2.88,0.03,0.58,0.01,0.02,239.09,1.13,389.11,59.70,0.69,,4.52,80.95,3.34,7.06,27.00,-5.35,4.73,,,100.95,79.84,,,,114.28,,,46.67,,53.33,819.52,31.12,1.05,1.33,2.32,14.12,2.42,4.70,4.34,85.40,3.48,45.69,45.69,4.98,2.32,,6.84,6.81,100.95,"1,203,690","169,911","52,185","3,274",299,"52,484","41,895","24,459","22,397","1,803,493","1,131,493","961,827","849,660","631,470",3.73,"1,203,690","1,027,929","52,185","52,484","10,589","41,895",0.25,"264,435","404,879","237,791","1,131,493",,"1,803,493","849,660","112,167","961,827","841,667","221,634","24,459","-53,700","49,790","22,397","244,031","1,131,493","672,000","1,803,493","849,660","112,167","961,827","841,667","1,803,493",0
600618,上海氯碱化工股份有限公司,,"115,639.997600",88467.0,1.31,994.0,38.53,2.72,77.68,0.4,1.03,0.11,0.23,243.13,1.11,548.22,15.22,0.49,,17.74,10.28,26.27,29.04,25.18,-1.04,6.64,,,34.90,80.25,,13.91,69.09,36.74,,11.81,73.13,0.43,26.87,"-2,788.81",235.57,2.88,3.01,10.36,25.62,11.18,32.90,25.25,73.86,22.70,97.67,97.67,14.16,10.36,,2.37,16.22,34.90,"497,577","127,493","125,638","20,373",8,"125,645","112,949","116,136",571,"1,090,459","450,524","292,994","149,509","753,394",15.83,"497,577","367,507","125,638","125,645","12,696","112,949",0.99,"352,195","19,866","20,219","450,524",,"1,090,459","149,509","143,485","292,994","797,465","351,623","116,136","-148,542","31,220",571,"352,195","450,524","639,935","1,090,459","149,509","143,485","292,994","797,465","1,090,459",0
601066,中信建投证券股份有限公司,,"775,669.479700",171496.0,4.52,12336.0,0.0,8.87,,0.07,4.01,0.05,,,,,,,,,,,7.63,20.73,-10.78,,,,0.00,505.35,,,,405.35,,,19.79,,80.21,,,,,1.37,,1.4,97.57,,,,83.09,83.09,6.93,1.37,,,54.40,0.00,"2,270,316","823,050","823,050","448,414","-1,547","821,503","644,526","2,581,407","976,720","46,994,213",,"37,694,801",,"9,294,827",8.71,,,"823,050","821,503","176,977","644,526",0.75,"10,635,668","2,327,391",,,"64,010","46,994,213",,,"37,694,801","9,299,412","12,324,425","2,581,407","-1,242,022","-384,130","976,720","13,301,144",,,"46,994,213",,,"37,694,801","9,299,412","46,994,213",0
600163,中闽能源股份有限公司,,"190,299.614300",64380.0,2.96,457.0,70.68,22.32,30.23,0.09,1.09,0.05,0.45,734.49,0.37,"2,611.22",16.49,0.1,,16.38,441.03,0.61,6.11,15.72,14.22,17.63,,,71.55,142.38,,28.88,101.26,102.90,,20.01,49.29,1.37,50.71,625.68,52.47,1.94,1.96,4.23,59.05,4.25,88.32,47.42,40.18,41.14,25.46,25.46,8.57,4.23,,12.69,0.11,71.55,"117,776","69,547","55,848",114,-52,"55,796","48,451","52,855","11,423","1,146,466","341,992","581,429","174,867","547,528",8.59,"117,776","47,322","55,848","55,796","7,345","48,451",0.24,"91,747","214,775","2,742","341,992",,"1,146,466","174,867","406,562","581,429","565,037","80,324","52,855","-10,557","-30,875","11,423","91,747","341,992","804,474","1,146,466","174,867","406,562","581,429","565,037","1,146,466",0
600330,天通控股股份有限公司,23.0,"123,343.441600",72720.0,1.37,4977.0,14.71,25.14,16.55,0.14,0.59,0.05,0.11,329.75,0.82,656.30,123.69,0.41,,2.18,130.96,2.06,4.41,10.72,88.06,10.67,,,42.98,74.98,,0.89,74.31,48.97,,0.6,67.13,0.03,32.87,"4,171.08",30.80,1.28,1.76,7.92,26.38,7.94,25.05,20.76,73.13,19.31,66.04,66.04,11.79,7.92,,9.17,48.22,42.98,"340,811","89,914","70,735","34,127",-40,"70,695","65,808","38,877","5,557","831,372","412,931","273,292","234,841","542,374",12.68,"340,811","249,237","70,735","70,695","4,886","65,808",0.66,"72,330","169,170","112,376","412,931",,"831,372","234,841","38,451","273,292","558,079","47,950","38,877","-5,063","-29,002","5,557","53,506","412,931","418,441","831,372","234,841","38,451","273,292","558,079","831,372",0
2489,浙江永强集团股份有限公司,21.0,"217,573.650300",106419.0,2.04,10994.0,4.12,8.43,45.21,0.37,15.28,0.21,0.28,301.51,0.9,414.05,127.44,0.65,,2.12,70.57,3.83,2.22,-11.09,-70.37,9.18,,,101.98,67.81,,,,124.34,,,44.58,,55.42,6.62,51.65,0.9,1.54,1.34,12.53,1.19,2.37,2.48,86.84,1.83,4.66,4.66,3.02,1.34,,9.61,9.78,101.98,"554,623","69,495","13,775","2,261","-1,014","12,762","10,149","155,089","43,586","754,704","526,600","418,294","343,063","332,463",4.21,"554,623","481,656","13,775","12,762","2,613","10,149",0.07,"177,198","67,339","218,396","526,600",,"754,704","343,063","75,231","418,294","336,410","114,064","155,089","-8,323","-115,459","43,586","157,650","526,600","228,104","754,704","343,063","75,231","418,294","336,410","754,704",0
2543,广东万和新电气股份有限公司,19.0,"74,360.000000",47144.0,1.58,4370.0,19.52,17.99,31.93,0.28,1.28,0.1,0.14,214.52,1.26,396.24,90.38,0.68,,2.99,37.62,7.18,-17.50,3.23,3.97,-9.71,,,54.73,77.37,,3.99,74.28,56.94,,2.65,63.72,0.14,36.28,-485.88,72.98,1.13,1.57,8.04,26.09,7.31,15.21,12.42,73.33,10.73,73.24,73.24,12.62,8.04,,10.08,-1.22,54.73,"507,605","132,424","63,057","-2,575","1,784","64,841","54,459","69,658","32,408","677,008","343,279","245,641","218,151","431,180",12.72,"507,605","372,209","63,057","64,841","10,382","54,459",0.73,"159,217","54,336","97,631","343,279",,"677,008","218,151","27,490","245,641","431,367","111,653","69,658","-2,174","-39,676","32,408","144,060","343,279","333,729","677,008","218,151","27,490","245,641","431,367","677,008",1
603887,上海城地香江数据科技股份有限公司,25.0,"45,075.341500",28188.0,1.60,1178.0,39.05,13.84,1.80,0.01,20.39,0.01,0.04,873.79,0.31,"1,269.39",142.27,0.21,,1.90,348.25,0.78,-2.06,-16.37,-95.64,-3.78,,,97.32,75.42,,,,134.48,,,42.65,,57.35,126.36,29.98,1.36,1.63,0.04,22.32,0.04,1.60,1.46,77.28,0.18,0.65,0.65,0.09,0.04,,17.23,8.66,97.32,"167,265","37,335","2,446",122,99,"2,545",294,"5,990","-11,519","801,293","543,566","459,560","332,591","341,733",0.09,"167,265","129,269","2,446","2,545","2,251",294,0.01,"99,711","211,605","90,597","543,566",,"801,293","332,591","126,969","459,560","341,733","107,333","5,990","4,348","-21,857","-11,519","95,813","543,566","257,727","801,293","332,591","126,969","459,560","341,733","801,293",0
413,东旭光电科技股份有限公司,30.0,"563,274.994800",310481.0,1.81,3718.0,32.89,9.31,0.63,0.01,,0.0,0.05,"1,992.62",0.14,"3,698.63",129.36,0.07,,2.09,493.15,0.55,-2.09,-10.70,,14.91,,,145.34,114.31,,4.31,109.39,152.43,,1.78,39.62,-1.66,60.38,-40.46,26.48,0.93,0.98,-1.89,12.79,-1.87,-20.37,-24.50,86.36,-25.61,-20.56,-20.56,-4.76,-1.89,,31.85,19.01,145.34,"452,203","57,837","-110,775","-21,945","1,091","-109,685","-115,801","21,521","-36,530","6,137,161","3,357,981","3,705,918","3,424,091","2,311,996",-4.8,"452,203","390,517","-110,775","-109,685","6,116","-115,801",-0.2,"906,726","836,765","189,222","3,357,981",,"6,137,161","3,424,091","281,827","3,705,918","2,431,242","80,001","21,521","-51,178","-6,881","-36,530","43,470","3,357,981","2,779,180","6,137,161","3,424,091","281,827","3,705,918","2,431,242","6,137,161",0
2046,国机精工股份有限公司,21.0,"52,912.932900",37102.0,1.43,1809.0,63.13,28.69,4.35,0.03,0.38,0.01,0.03,283.41,0.95,514.87,74.21,0.52,,3.64,85.24,3.17,11.60,3.62,12.28,8.04,,,63.59,74.30,,7.30,68.88,71.88,,4.58,58.18,0.19,41.82,"1,507.92",30.08,1.41,1.75,3.67,23.21,3.86,10.02,8.24,76.00,7.36,37.87,37.87,6.31,3.67,,8.58,-5.08,63.59,"272,197","63,179","22,434","-2,026",844,"23,278","20,038","7,687","-4,595","545,537","309,711","228,150","176,840","304,821",6.66,"272,197","206,866","22,434","23,278","3,240","20,038",0.38,"53,200","110,148","60,707","309,711",,"545,537","176,840","51,310","228,150","317,387","54,758","7,687","-7,075","-5,219","-4,595","50,163","309,711","235,825","545,537","176,840","51,310","228,150","317,387","545,537",0
300232,深圳市洲明科技股份有限公司,18.0,"109,408.947700",32987.0,3.32,5876.0,40.3,24.91,4.23,0.04,0.85,0.02,0.04,382.54,0.71,577.54,180.81,0.47,,1.49,96.59,2.80,0.86,3.92,24.11,1.71,,,108.79,75.22,,4.72,71.67,112.86,,2.33,46.98,0.15,53.02,-299.64,30.67,0.87,1.33,2.44,26.94,2.38,6.86,6.15,72.51,5.08,22.83,22.83,5.19,2.44,,15.49,18.79,108.79,"491,548","132,423","30,241","5,995",-384,"29,857","24,973","21,135","3,394","1,025,036","662,809","543,484","500,023","483,840",5.34,"491,548","356,398","30,241","29,857","4,884","24,973",0.23,"153,344","159,171","228,559","662,809",,"1,025,036","500,023","43,461","543,484","481,552","107,572","21,135","-25,281","6,159","3,394","110,967","662,809","362,227","1,025,036","500,023","43,461","543,484","481,552","1,025,036",0
600021,上海电力股份有限公司,24.0,"281,674.364500",146642.0,1.92,6524.0,50.58,10.67,19.04,0.07,6.59,0.05,0.30,276.55,0.98,"1,546.39",13.96,0.17,,19.34,151.71,1.78,10.77,14.62,-3.98,26.32,,,244.69,322.52,,57.87,135.88,300.54,,34.29,24.97,-4.69,75.03,163.17,20.71,0.7,0.73,0.77,18.25,0.79,7.35,7.01,81.16,4.51,44.55,44.55,3.1,0.77,,14.33,36.48,244.69,"2,782,810","507,948","195,106","70,212","1,530","196,637","125,499","826,735","295,673","16,205,536","3,156,770","12,159,606","4,342,717","1,918,187",0.82,"2,782,810","2,258,469","195,106","196,637","71,138","125,499",0.05,"876,976","1,740,825","103,878","3,156,770",,"16,205,536","4,342,717","7,816,889","12,159,606","4,045,930","570,129","826,735","-477,255","-51,597","295,673","865,802","3,156,770","13,048,766","16,205,536","4,342,717","7,816,889","12,159,606","4,045,930","16,205,536",1
